	clean_tweet	class
15431	 bruh alway sooooooooooooooo tire never sleep like new speci retard disrespect	1
15432	 wonder got attract huge bitch	1
15433	 stname bravo know nigga bitch nigga got nerv twitter 	1
15434	 charli sheen fuck boss 	1
15435	 major femal yall gass sell pussi prostitut escort trick fool # 	1
15436	 often tri help someon decid whether want like insta pic like ehh ill throw bitch # 	1
15437	 think addict nake pictur sit talk bout bitch almost # 	1
15438	 kamehamehaaaaaaa bitch 	1
15439	 # word zero hoe gt gt gt gt # 	1
15440	 ik vraag al maanden af hoe de nl per zich al een stel hoeren gaan ge # 	2
15441	 found oreo pocket thank look xx	2
15442	 bird poop 	2
15443	 yellow 	2
15444	 #armisticeday cri never absent mock pledg #neverforget fallen ancient # 	2
15445	 parti racist elect black dude south parti war women elect first ever woman redneck # 	1
15446	 piss either go merit scholar use big word go ghetto fabul talk like trashi either way # 	1
15447	 caus lord know anoth bitch call yo nigga handsom entertain hell gonna break loos 	1
15448	 someon build next door taunt grill go   think cut bitch sausag # 	1
15449	 amaz simpl girl insan bitch easi normal amp sane ge # 	1
15450	 know moment peopl especi guy excus trust fuck around hoe 	1
15451	 like girl around # nigga realli cuffin commun pussi 	1
15452	 # # goe ego # head bc sholl big # bye bitch	1
15453	 fuck islam pigfuck trash troll 	0
15454	 boyfriend allow give girl jacket hoe know damn well channel weather cou # 	1
15455	 facebook need  button dislik care retard 	1
15456	 joke offend  sorri  happen   amp  lie  pussi  mom hate # 	1
15457	 tweet offend  stop sensit pussi  fuck feel	1
15458	 math citi bitch math math citi bitch math citi bitch math math citi bitch     equal  bitch 	1
15459	 pop molli hoe start pop birth contro	1
15460	 say bitch prove point 	1
15461	 nicer easier hurt bitch	1
15462	 ugli peopl taken # nerd taken # hoe taken # everybodi taken # # 	1
15463	 #freshmanadvice roll backpack get bitch	1
15464	 mani good singl girl mani hoe taken 	1
15465	 could bitch right restrain # 	1
15466	 bitch eat mad beef drink henni shmoney danc pussi alway st	1
15467	 fuuuck happen rt nothin wors bad bitch lost # 	1
15468	 littl rememb lay horrifi bed hand puppet held mock trial convict put hand th # 	2
15469	 hairi pussi bitch type got herp	1
15470	 love bitch never act hollywood	1
15471	 yanke even bother show boston man fold franchis cancel basebal 	2
15472	 suck giant dick suck skinni dick # suck faggot dick suck nigger dick # suck dick remind # 	1
15473	  total understood twin peak  seem follow great outdoor goldfish cracker # 	2
15474	 think men cheat addict new pussi smell 	1
15475	 nae nae got white ppl late # # lmao ate hoe stonnaaaaa # # # # # #naenae 	1
15476	 # chief keef trash # glad someon said	1
15477	 low key miss bitch # 	1
15478	 grandma got tweakin hoe turnt	1
15479	 bitch better play w c 	1
15480	 ugh fuckin hate bitch answer call ewwwwwww ugh hate ass # 	1
15481	 go bitch tread care 	1
15482	 stand dumb fuck bitch	1
15483	 horribl friend read text put phone someth forget repli  ho # 	2
15484	 old hoe madddd slay attir #basketballwivesla #drayamondays #mala # 	1
15485	 # twelv # yeah scale one ten bitch	1
15486	 scientist recent discov bitch fact trippin 	1
15487	 text bitch   make wish come true 	1
15488	 ugli bitch take selfi # 	1
15489	 mannn hoe like wen school babi da # 	1
15490	 bitch fuck fuck brandei go connor fuck connor fuck brandei kid h town helot flex bitch # # # # 	1
15491	 cowboy trash nfl bike norma	2
15492	 brother want put asshol persona get femal happen let pussi control # 	1
15493	 top ten rapper hoe  hopsin  lupe  canibu  imt  childish g  papoos  hopsin  joell ortiz  kr # 	1
15494	 alli soldier mock hitler atop balconi reich chancelleri fred ramag  	2
15495	 hit blunt bruh tell go text hoe one hoe keep text 	1
15496	 ok watch mook vs lux neither good mook   close vs hitm # 	2
15497	 hit blunt bruh tell go text hoe one hoe keep text 	1
15498	 sex lot guy hoe sell crack peopl drug dealer foh hoe	1
15499	 ya girl text back slow gotta hit els text watch bitch get defens dwig # 	1
15500	 ever call ex fuck side bitch yea gonna later	1
15501	 men often rambl retard women appear trashi tipsi lawless lust 	0
15502	 corinthian #blessjesus amo   two walk togeth unless agre #differentlevels # 	2
15503	 bird 	2
15504	 playoff hockey suck dude snicker retard hungri 	1
15505	 trust hoe 	1
15506	 lot bankrol # amp hoe # 	1
15507	 hoe like nigga spend money talk	1
15508	 like found edit facebook comment trend topic twitter think hear abo 	2
15509	 # damn bitch middl school look grown af nude # # 	1
15510	 funni peopl call fat ugli whore stupid cunt bitch etc one whine abo # 	1
15511	 want real relationship # # game lie side hoe # # # # # # # 	1
15512	 rt # lawd jesu real # ghetto real lo	1
15513	 #inbaltimore attract everybi believ nigga bitch regardless realli	1
15514	 jihadi work accid  taliban fighter kill i deton prematur # #celebrate # 	2
15515	 # # # im readi see hoe tweet new year new # 	1
15516	 stblocjeremiah lmfaoo never dolo dont got nigga amp old hoe fuck # # # # 	0
15517	  fat bitch fat think thick big fine	1
15518	 side hoe get love thotolog  	1
15519	 thou shall type bad bitch thee thing thou shall like herassfat  	1
15520	 th day god said hoe everybodi 	1
15521	 last name sinner first name imma like ur pancak tha mornin got u cover like aunt jemima	2
15522	 ya nigga gassin wack ass bitch # # 	0
15523	  browni point	2
15524	 main reason aint got girl caus aint never found  bitch tryna get money wit hoe like # 	1
15525	 de bitch swear dey faithfu	1
15526	 girl know bitch like boyfriend # # 	1
15527	 fuck twerk bitch cook 	1
15528	 call peni titan mani bitch went 	1
15529	 opinion irrelev cunt 	1
15530	 girl tweet might ghetto u bring food outsid movi u might stupid u pay   # 	2
15531	 # brandon annoy # lil bitch	1
15532	 # # # ghetto ass mofo	2
15533	 crime nigga wanna eat pussi 	1
15534	 like tweet belief jesu christ pleas respect mock make neg remark # 	2
15535	 keshawn martin soooooooooo fuck trash 	1
15536	 hoe go depress dude jail bc femal gettn told shit need # 	1
15537	 obama alway necessari protect american peopl defend evolv threat ho # 	2
15538	 love bad bitch attitud idk cuti savag sexi fuc	1
15539	 avoid commit hoe loya	1
15540	 bruuuuuuh # # # # # # # # # kobe last night yell dwight howard bitch ass n 	1
15541	 fam # faggot kick field goal got beat   madden # 	1
15542	 would never happen non color award show 	2
15543	 #faves tiletern # tryna see nigger leg bikini # 	1
15544	 cool gonna littl bitch time	1
15545	 leg dont rub togeth mean pwoosi trash heard 	1
15546	 take ass tell bitch pass 	1
15547	 retweet fuck someon bitch	1
15548	 never understood whole pissin bitch trend go round like bitch clean mayn	1
15549	 roast hoe	1
15550	 african color car push nigger whip	0
15551	 charli sheen man lol 	2
15552	 attent leg everybodi especi hippo look hoe 	1
15553	 say hoe wiener heinz ketchup 	1
15554	 gotta get rid trash ass alex smith	1
15555	 happen old wigga gonorrhea one 	1
15556	 nigga scream like lil bitch lol 	0
15557	 chink ass eye # # 	1
15558	 yung berg bitch move # # 	1
15559	 tell dick good gone wanna tri tell wack gone wanna see hoe gone h # 	1
15560	 # yea got big hand lol big bitch   lol gon small hand # # # # 	1
15561	 mani bitch strictli reli look bring noth tabl  like iphon # # 	1
15562	 like guy ask number say ugli bitch say # 	1
15563	 real shiit niggah # # 	1
15564	 luv deez hoe # 	1
15565	 omg two monkey twin never call anoth girl ugli got thicker mustach # 	1
15566	 u bitch shorti #turnup #otf	1
15567	 dont bitch get mad stop tri lo	1
15568	 chrisbrown bitch  hittin woman jayz bitch  lettin woman hit bitch needa make ya mind # yah want yah # 	1
15569	 bitch say dick game stupid 	1
15570	 stblocjeremiah hoe starleasha heard give uh nigga good ass educ lmao	1
15571	 bitch u bee	1
15572	 ion put shit pass bitch	1
15573	 gator gator bait #gatornatio	2
15574	 boy wat dat bitch eatin lunch err day im tellin ya	1
15575	 food good except rice cook bitch monday week tootsi 	2
15576	 rough face hoe kid u # # # self esteem issu kid secur love 	1
15577	 leav ya kid unattend caus u wanna turn hate u fertil hoe	1
15578	 good pussi make nigga cum quick shit faster vine video	1
15579	 noth # # bitch # # 	1
15580	 um exactli hoe twat setup 	1
15581	 play wit pussi nigga	1
15582	 nigga captain obviou ass tweet treat women lone low self esteem hoe ea # 	1
15583	 nun bad bitch link tonight #mansionelan finna go crazi	1
15584	 man order  inch sandwich subway pussi bitch #fact	1
15585	 k michel keyshia cole lol bitter hurt bitch music horizon 	1
15586	 open cold beer becom warm finish bitch 	1
15587	  time outta  bitch gonna know hoe	1
15588	 hoe yesterday hoe tomorrow	1
15589	 lmao # hoe best excus happen lol hoe happen okay admit # 	1
15590	 eat pussi eat veget	1
15591	 hoe deserv respect ask	1
15592	 hoe turn contortionist u see ass amp smile pictur smh hard work thir # 	1
15593	 u love none hoe matter 	1
15594	 anaconda # anaconda # anaconda # # want # none # unless # # got # # # bunz # # # # hu	2
15595	 hoe yall chase want # 	1
15596	 fuck girl longer  min amp still aint bust gotta bust loos ass pussi 	1
15597	 cork sole cork wtl xi 	2
15598	 honest nigga biggest roach day bitch someon put shit # 	1
15599	 feel bitch fuck control 	1
15600	 messag homi dont blow good girl hoe childish end noth either 	1
15601	 miami good citi believ shit see tv citi trash 	1
15602	 black man make feel inferior hoe   gpa futur simpli fat ass # 	1
15603	 redskin gonna win that im say night	2
15604	 shhhh # wrap around let kiss bruis heart lick unheal wound tast raw wild ho # 	2
15605	 #tbt bitch glad met fuck #friend # 	1
15606	 bitch benito thought one	1
15607	 nick men talk sit bitch corner listen grown fo # 	1
15608	 held like babi bird # come like friend loyal # # 	2
15609	 like bitch make cut # # 	1
15610	 send dick pic bitch quick 	1
15611	 welcom dalla nawfsid texa come hoe shit nigga texa get murder	1
15612	 # bj yall # # beatin meat facetim wit bad bitch 	1
15613	 talk hate men done peni go get manli look chick use strap bitch stfu	1
15614	 emmanuel lil bitch know never score sidelin hoe 	1
15615	 mr harden blowin wanna snap ahh bitch freshmen year damn nea caught # 	1
15616	 last week name crippl # # # 	2
15617	 bow wow look like stress save hoe wear 	1
15618	 caus somebodi put bad front yall okay call bitch	1
15619	 entir school talk much beaus cunt 	1
15620	 eat food hot start breath like retard dragon 	1
15621	 bitch tell normal get readi best head pussi ever got	1
15622	 bitch gap rt model yall bitch tell nothin 	1
15623	 bitch hate kim k amp bring suck dick get famou yall bitch suck dick amp barley get text back soooooo # 	1
15624	 girlfriend side bitch main chick hoe got ex want back 	1
15625	 nigga drop outta high school amp get job mcdonald talkin bout grind lmao okay grind oreo mcflurr # 	1
15626	 yo phone go class amp teacher say turn trash one song yo mixtap 	2
15627	 bitch inconsider smh 	1
15628	 get drunk bitch u tri grab ass get offend well excus bitch thought u hoe	1
15629	 bitch cant finish  inch sub want  inch dic	1
15630	 text ex bf fight like look cute today amp aint seen bitch # 	1
15631	 pregnant bitch get bu think suppos give seat like bitch fuck nigga wi # 	1
15632	 big sean    pound yet call everyon lil bitch lil bitch sean lil bitch	1
15633	 bob marley wrote peac hoe rememb smoke blunt	1
15634	 deal cyber bull  log  go outsid  stop pussi	1
15635	 still tri hit hoe # # # # 	1
15636	 look thru yearbook think done sinc graduat book got hoe ass nigga forgot # 	1
15637	 hispan women great pussi wife skill white girl dick suck black chick ca # 	1
15638	 trent richardson trash	1
15639	 call fat ami twig bitch like call behind back 	1
15640	 alway bitch sometim sleep	1
15641	 bitch like go talk ya bitch bitch bitch	1
15642	 nigger made shit coffe 	0
15643	 rememb bitch # # 	1
15644	 made homemad chili cornbread dinner watch supernatur fave boy happi saturday bitch 	1
15645	 pillow talk yo hoe hate nigga fuck around loos ya hoe like # 	0
15646	 uncl charli nem lo	2
15647	 bitch got act crazi hell late	1
15648	 knick still trash melo sign money even care good win team 	2
15649	 hoe give fuck got girl	1
15650	 lol wait minut # see mad dope costum yall stop tri steal halloween back hoe 	1
15651	 raheel mock propphet muhammad way mock lord ram sita # apologis # 	2
15652	 strong believ bird feather flock togeth	2
15653	 yay america amp israel put jew hate muslim trash govern pathet amp sicken	0
15654	 nigga fuckin faggot 	0
15655	 thot childish word # grow call bitch hoe # 	1
15656	 goe yanke candl buy beer scent candl goe home light wait boyfriend 	2
15657	 person fat bitch relationship pretti women let see answer lol # # # 	1
15658	 still faggot	0
15659	 nigger ignor 	0
15660	 # bromanc pat ant real # fuck faggot	0
15661	 whip 	2
15662	 gotta ask bitch nude facebook # 	1
15663	 bitch start new year new bullshit undo number pussi thoo	1
15664	 alright meet # im fag fact brian give shit	1
15665	 bitch get none tho # # like big butt grab # 	1
15666	 cooki n cream oreo fudg ice cream 	2
15667	 oreo cheesecak bar 	2
15668	 oreo ice cream cake 	2
15669	 oreo ice cream sandwich 	2
15670	 oreo cheesecak bite 	2
15671	 reason mermaid period pant perfect hair u get lure men death also free clam bra	2
15672	 girl wear beani look cute amp stylish wear look like member drug cartel sel # 	2
15673	 reason high school fuck hard ned never made guid anyth past th grade feel fuck # 	1
15674	 obama say # # irrit # # feel repudi # lose senat video awwwww ho # 	2
15675	 girlfriend taller respons take trash amp fight anyon break # 	2
15676	 # kiara small chubbi finger # bitch # # # # 	1
15677	 notic mostli bitch whose hair even reach shoulder talk shit	1
15678	 bitch ugli daughter 	1
15679	 bruh chichi go month year without see still bae basic ass bitch go  miss call # 	1
15680	 get spirit bomb lil nigga dragonbal z trash debat want	1
15681	 nigga ask hoe 	0
15682	 meth browni	1
15683	 bruh rt # femal swear best friend baddest bitch world # 	1
15684	 got kick aa class bc laugh guy call pussi black everi time drank 	1
15685	 fuck bitch make call papi # # 	1
15686	 like damn sorri girl hoe around sex  billion guy 	1
15687	 forget nikko dig booti sex tape gave head bigger pussi # 	1
15688	 u call bitch said act like one call one nigga shut bitch 	0
15689	 guy flirt ya girl nigga nigga flirt back hoe	1
15690	 gotta talk shit anoth nigga get pussi weaaa	1
15691	 wonder call bitch wonder call bitch pac	1
15692	 feb  jordan  retro remast oreo   	2
15693	  good girl worth  bitch	1
15694	 check joy pain nicca #mme #blackkingz 	1
15695	 ju know nicca #bkent #mme 	1
15696	 may redneck put steak season popcorn 	2
